ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SM_b20198	ribulose bisphosphate carboxylase large chain(rbcL)	Sinorhizobium meliloti GR4	GO:0019253~reductive pentose-phosphate cycle,		GO:0000287~magnesium ion binding,GO:0004497~monooxygenase activity,GO:0016984~ribulose-bisphosphate carboxylase activity,	IPR000685:Ribulose bisphosphate carboxylase, large subunit, C-terminal,IPR017443:Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal,IPR020878:Ribulose bisphosphate carboxylase, large chain, active site,IPR020888:Ribulose bisphosphate carboxylase, large subunit,			KW-0113~Calvin cycle,KW-0120~Carbon dioxide fixation,			KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0456~Lyase,KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate; in homodimeric partner,DOMAIN:RuBisCO_large,DOMAIN:RuBisCO_large_N,METAL:Magnesium,METAL:Magnesium; via carbamate group,SITE:Transition state stabilizer,
SM_b20197	ribulose bisphosphate carboxylase small subunit(SM2011_RS07530)	Sinorhizobium meliloti 2011	GO:0019253~reductive pentose-phosphate cycle,			IPR000894:Ribulose bisphosphate carboxylase small chain, domain,		SM00961:SM00961,	KW-0113~Calvin cycle,KW-0120~Carbon dioxide fixation,						COMPBIAS:Polar residues,REGION:Disordered,
SM_b21207	secretion protein HlyD(hlyD)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR022936:Uncharacterised protein family UPF0194, membrane protein YbhG,				KW-0574~Periplasm,	KW-0175~Coiled coil,KW-0732~Signal,				DOMAIN:HlyD_D23,
SMc02392	sel1 repeat family protein(SM2011_RS19650)	Sinorhizobium meliloti 2011				IPR011990:Tetratricopeptide-like helical,
SMc01187	septal ring lytic transglycosylase RlpA family protein(SM2011_RS22515)	Sinorhizobium meliloti 2011	GO:0000270~peptidoglycan metabolic process,GO:0071555~cell wall organization,		GO:0008932~lytic endotransglycosylase activity,GO:0016829~lyase activity,	IPR009009:Barwin-related endoglucanase,IPR012997:Rare lipoprotein A, bacterial,					KW-0732~Signal,		KW-0456~Lyase,	KW-0449~Lipoprotein,	DOMAIN:DPBB_1,
SM_b21523	septum site-determining protein MinD(C770_RS27055)	Sinorhizobium meliloti GR4	GO:0051301~cell division,		GO:0005524~ATP binding,	IPR010223:ATP binding protein MinD, bacterial-type,IPR025501:ATP binding protein MinD,IPR025669:AAA domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	PIRSF003092:ATP binding protein, MinD type,		KW-0131~Cell cycle,KW-0132~Cell division,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA_31,
SM_b21523	septum site-determining protein MinD(minD)	Sinorhizobium meliloti 2011	GO:0051301~cell division,		GO:0005524~ATP binding,	IPR010223:ATP binding protein MinD, bacterial-type,IPR025501:ATP binding protein MinD,IPR025669:AAA domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	PIRSF003092:ATP binding protein, MinD type,		KW-0131~Cell cycle,KW-0132~Cell division,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA_31,
SMc04011	sigma-54 dependent transcriptional regulator(SM2011_RS28610)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,		GO:0005524~ATP binding,GO:0043565~sequence-specific DNA binding,	IPR001789:Signal transduction response regulator, receiver domain,IPR002078:RNA polymerase sigma factor 54 interaction domain,IPR002197:DNA binding HTH domain,  Fis-type,IPR003593:AAA+ ATPase domain,IPR009057:Homeodomain-like,IPR011006:CheY-like superfamily,IPR025662:Sigma-54 interaction domain, ATP-binding site 1,IPR025943:Sigma-54 interaction domain, ATP-binding site 2,IPR025944:Sigma-54 interaction domain, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00448:REC,	KW-0804~Transcription,KW-0805~Transcription regulation,KW-0902~Two-component regulatory system,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0010~Activator,KW-0238~DNA-binding,	KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,DOMAIN:Sigma-54 factor interaction,REGION:Disordered,
SMc02474	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC(ugpC)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR015855:ABC transporter, maltose/maltodextrin import, MalK,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transporter,NP_BIND:ATP,
SMc03065	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC(ugpC)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,	GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR005116:Transport-associated OB, type 1,IPR008995:Molybdate/tungstate binding, C-terminal,IPR015855:ABC transporter, maltose/maltodextrin import, MalK,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,
SM_b20282	spermidine/putrescine ABC transporter permease(C770_RS32290)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SM_b20671	substrate-binding domain-containing protein(SM2011_RS13360)	Sinorhizobium meliloti 2011				IPR006311:Twin-arginine translocation pathway, signal sequence,IPR025997:Periplasmic binding protein domain,					KW-0732~Signal,				DOMAIN:Peripla_BP_4,
SMc02464	succinate dehydrogenase, hydrophobic membrane anchor protein(sdhD)	Sinorhizobium meliloti 2011	GO:0006099~tricarboxylic acid cycle,	GO:0016021~integral component of membrane,	GO:0000104~succinate dehydrogenase activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR000701:Succinate dehydrogenase/Fumarate reductase, transmembrane subunit,IPR014312:Succinate dehydrogenase, hydrophobic membrane anchor,			KW-0249~Electron transport,KW-0813~Transport,	KW-0472~Membrane,	KW-0812~Transmembrane,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,			TRANSMEM:Helical,
SM_b21344	sugar ABC transporter ATP-binding protein(C770_RS29030)	Sinorhizobium meliloti GR4			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,
SM_b21344	sugar ABC transporter ATP-binding protein(SM2011_RS11200)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,
SMc02325	sugar ABC transporter ATP-binding protein(SM2011_RS17520)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0015611~D-ribose-importing ATPase activity,GO:0016787~hydrolase activity,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0677~Repeat,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-1278~Translocase,		DOMAIN:ABC transporter,DOMAIN:ABC transporter 1,DOMAIN:ABC transporter 2,NP_BIND:ATP,
SM_b20327	sugar ABC transporter permease(C770_RS32100)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMa1363	sugar ABC transporter permease(SM2011_RS03745)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SM_b20326	sugar ABC transporter permease(SM2011_RS08150)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc02872	sugar ABC transporter permease(SM2011_RS15325)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc03062	sugar ABC transporter permease(SM2011_RS17845)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc01497	sugar ABC transporter permease(SM2011_RS26805)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc02517	sugar ABC transporter permease(SM2011_RS29760)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SM_b20671	sugar ABC transporter substrate-binding protein(C770_RS26935)	Sinorhizobium meliloti GR4				IPR006311:Twin-arginine translocation pathway, signal sequence,IPR025997:Periplasmic binding protein domain,					KW-0732~Signal,				DOMAIN:Peripla_BP_4,
SMc02171	sugar ABC transporter substrate-binding protein(SM2011_RS16730)	Sinorhizobium meliloti 2011				IPR025997:Periplasmic binding protein domain,					KW-0732~Signal,				DOMAIN:Peripla_BP_4,
SMc01629	sugar-binding transcriptional regulator(SM2011_RS25790)	Sinorhizobium meliloti 2011			GO:0030246~carbohydrate binding,	IPR007324:Sugar-binding domain, putative,							KW-0238~DNA-binding,		DOMAIN:Sugar-bind,
SMc00090	sulfate adenylyltransferase subunit CysN(cysN)	Sinorhizobium meliloti 2011	GO:0000103~sulfate assimilation,GO:0070814~hydrogen sulfide biosynthetic process,		GO:0003924~GTPase activity,GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,GO:0005525~GTP binding,	IPR000795:Elongation factor, GTP-binding domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR011779:Sulphate adenylyltransferase, large subunit,IPR027417:P-loop containing nucleoside triphosphate hydrolase,						KW-0067~ATP-binding,KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,		DOMAIN:tr-type G,NP_BIND:GTP,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,
SMc02882	sulfate transporter family protein(SM2011_RS15375)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc02597	superoxide dismutase family protein(SM2011_RS19905)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0004784~superoxide dismutase activity,GO:0046872~metal ion binding,	IPR001424:Superoxide dismutase, copper/zinc binding domain,IPR018152:Superoxide dismutase, copper/zinc, binding site,IPR024134:Superoxide dismutase (Cu/Zn) / chaperones,				KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,	KW-0186~Copper,KW-0862~Zinc,	KW-0560~Oxidoreductase,		DOMAIN:Sod_Cu,
SMc00184	tRNA (cytidine(34)-2'-O)-methyltransferase(SM2011_RS23665)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0008175~tRNA methyltransferase activity,GO:0008757~S-adenosylmethionine-dependent methyltransferase activity,	IPR001537:tRNA/rRNA methyltransferase, SpoU,IPR016914:tRNA (cytidine/uridine-2'-O-)-methyltransferase,	PIRSF029256:S-adenosyl-L-methionine dependent tRNA/rRNA methyltransferase, SpoU type,		KW-0819~tRNA processing,	KW-0963~Cytoplasm,					BINDING:S-adenosyl-L-methionine,BINDING:S-adenosyl-L-methionine; via amide nitrogen,BINDING:S-adenosyl-L-methionine; via amide nitrogen and carbonyl oxygen,DOMAIN:SpoU_methylase,
SMc01206	tRNA guanosine(34) transglycosylase Tgt(tgt)	Sinorhizobium meliloti 2011	GO:0008616~queuosine biosynthetic process,GO:0101030~tRNA-guanine transglycosylation,		GO:0008479~queuine tRNA-ribosyltransferase activity,	IPR002616:tRNA-guanine(15) transglycosylase-like,IPR004803:Queuine tRNA-ribosyltransferase,			KW-0671~Queuosine biosynthesis,KW-0819~tRNA processing,			KW-0862~Zinc,	KW-0328~Glycosyltransferase,KW-0808~Transferase,		ACT_SITE:Nucleophile,ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate; via amide nitrogen,DOMAIN:TGT,REGION:RNA binding,REGION:RNA binding; important for wobble base 34 recognition,REGION:Substrate binding,
SM_b20618	thiamine phosphate synthase(SM2011_RS14105)	Sinorhizobium meliloti 2011	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,		GO:0004789~thiamine-phosphate diphosphorylase activity,	IPR013785:Aldolase-type TIM barrel,IPR022998:Thiamin phosphate synthase superfamily,						KW-0460~Magnesium,	KW-0808~Transferase,		DOMAIN:TMP-TENI,
SMc04455	thiamine pyrophosphate-binding protein(SM2011_RS25605)	Sinorhizobium meliloti 2011			GO:0000287~magnesium ion binding,GO:0003984~acetolactate synthase activity,GO:0030976~thiamine pyrophosphate binding,	IPR000399:TPP-binding enzyme, conserved site,IPR011766:Thiamine pyrophosphate enzyme, C-terminal TPP-binding,IPR012000:Thiamine pyrophosphate enzyme, central domain,IPR012001:Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain,						KW-0786~Thiamine pyrophosphate,	KW-0808~Transferase,		DOMAIN:TPP_enzyme_C,DOMAIN:TPP_enzyme_M,DOMAIN:TPP_enzyme_N,
SM_b20194	thioredoxin family protein(SM2011_RS07515)	Sinorhizobium meliloti 2011			GO:0016209~antioxidant activity,GO:0016491~oxidoreductase activity,	IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,IPR013766:Thioredoxin domain,									DOMAIN:Thioredoxin,
SMc01224	thioredoxin-disulfide reductase(trxB)	Sinorhizobium meliloti 2011	GO:0019430~removal of superoxide radicals,	GO:0005737~cytoplasm,	GO:0004791~thioredoxin-disulfide reductase activity,	IPR005982:Thioredoxin reductase,IPR008255:Pyridine nucleotide-disulphide oxidoreductase, class-II, active site,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,						KW-0274~FAD,KW-0285~Flavoprotein,KW-0521~NADP,		KW-1015~Disulfide bond,	DOMAIN:Pyr_redox_2,
SMc00936	threonine ammonia-lyase(ilvA)	Sinorhizobium meliloti 2011	GO:0008652~cellular amino acid biosynthetic process,GO:0009097~isoleucine biosynthetic process,		GO:0004794~L-threonine ammonia-lyase activity,GO:0030170~pyridoxal phosphate binding,	IPR000634:Serine/threonine dehydratase, pyridoxal-phosphate-binding site,IPR001721:Threonine dehydratase, C-terminal regulatory domain,IPR001926:Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily,IPR011820:Threonine dehydratase, biosynthetic, mitochondrial/plastid-type,			KW-0028~Amino-acid biosynthesis,				KW-0456~Lyase,		DOMAIN:ACT-like,
SMa1226	transcriptional regulator FixT(fixT)	Sinorhizobium meliloti 2011							KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0678~Repressor,
SMc00998	transglutaminase-like cysteine peptidase(SM2011_RS21535)	Sinorhizobium meliloti 2011				IPR010319:Transglutaminase-like cysteine peptidase, predicted,					KW-0732~Signal,
SMc01561	transglycosylase SLT domain-containing protein(SM2011_RS26160)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR008258:Lytic transglycosylase-like, catalytic,IPR023346:Lysozyme-like domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:SLT_4,
SMc04301	transporter substrate-binding domain-containing protein(SM2011_RS24325)	Sinorhizobium meliloti 2011			GO:0033218~amide binding,
SM_b20726	tripartite tricarboxylate transporter TctA(C770_RS26660)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,		IPR002823:Protein of unknown function DUF112, transmembrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SM_b20725	tripartite tricarboxylate transporter TctB family protein(SM2011_RS13625)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009936:Protein of unknown function DUF1468,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SM_b20726	tripartite tricarboxylate transporter permease(SM2011_RS13630)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR002823:Protein of unknown function DUF112, transmembrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMa1927	tripartite tricarboxylate transporter substrate binding protein(SM2011_RS05315)	Sinorhizobium meliloti 2011				IPR005064:Bordetella uptake gene,	PIRSF017082:protein YflP,				KW-0732~Signal,
SM_b20724	tripartite tricarboxylate transporter substrate binding protein(SM2011_RS13620)	Sinorhizobium meliloti 2011				IPR005064:Bordetella uptake gene,	PIRSF017082:protein YflP,				KW-0732~Signal,
SMc02078	two-component system ChvIG regulator ExoR(exoR)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,			IPR006597:Sel1-like,IPR011990:Tetratricopeptide-like helical,		SM00671:SEL1,	KW-0270~Exopolysaccharide synthesis,		KW-0732~Signal,
SMc00823	type II toxin-antitoxin system HigA family antitoxin(SM2011_RS18235)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain,									DOMAIN:HTH cro/C1-type,
SMc01038	type II toxin-antitoxin system RatA family toxin(SM2011_RS21740)	Sinorhizobium meliloti 2011				IPR005031:Streptomyces cyclase/dehydrase,IPR023393:START-like domain,									DOMAIN:Polyketide_cyc,
SM_b21487	ubiquinol oxidase subunit II(cyoA)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0070469~respiratory chain,	GO:0004129~cytochrome-c oxidase activity,GO:0005507~copper ion binding,GO:0009486~cytochrome bo3 ubiquinol oxidase activity,GO:0016682~oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor,	IPR002429:Cytochrome c oxidase subunit II C-terminal,IPR006333:Cytochrome o ubiquinol oxidase subunit II,IPR008972:Cupredoxin,IPR010514:COX aromatic rich motif,IPR011759:Cytochrome C oxidase subunit II, transmembrane domain,			KW-0249~Electron transport,KW-0679~Respiratory chain,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,		KW-0560~Oxidoreductase,		COMPBIAS:Polar residues,DOMAIN:COX2_CUA,DOMAIN:COX2_TM,REGION:Disordered,TRANSMEM:Helical,
SMc04284	uroporphyrinogen-III C-methyltransferase(cobA)	Sinorhizobium meliloti 2011	GO:0019354~siroheme biosynthetic process,GO:0032259~methylation,		GO:0004851~uroporphyrin-III C-methyltransferase activity,	IPR000878:Tetrapyrrole methylase,IPR003043:Uroporphiryn-III C-methyltransferase, conserved site,IPR006366:Uroporphyrin-III C-methyltransferase,IPR014776:Tetrapyrrole methylase, subdomain 2,IPR014777:Tetrapyrrole methylase, subdomain 1,			KW-0627~Porphyrin biosynthesis,			KW-0949~S-adenosyl-L-methionine,	KW-0808~Transferase,		DOMAIN:TP_methylase,
SMa2353	xanthine dehydrogenase family protein molybdopterin-binding subunit(SM2011_RS06460)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead,IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding,		SM01008:SM01008,							DOMAIN:Ald_Xan_dh_C,
