ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE												
SMc04444	formate dehydrogenase subunit alpha(fdhF)	Sinorhizobium meliloti 2011	GO:0015942~formate metabolic process,	GO:0009326~formate dehydrogenase complex,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0043546~molybdopterin cofactor binding,GO:0046872~metal ion binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR001041:2Fe-2S ferredoxin-type domain,IPR006478:Formate dehydrogenase, alpha subunit,IPR006655:Molybdopterin oxidoreductase, prokaryotic, conserved site,IPR006656:Molybdopterin oxidoreductase,IPR006657:Molydopterin dinucleotide-binding domain,IPR006963:Molybdopterin oxidoreductase, 4Fe-4S domain,IPR009010:Aspartate decarboxylase-like domain,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,IPR019574:NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding,		SM00926:SM00926,SM00929:SM00929,			KW-0677~Repeat,	KW-0001~2Fe-2S,KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0520~NAD,	KW-0560~Oxidoreductase,		COMPBIAS:Basic and acidic residues,DOMAIN:2Fe-2S ferredoxin-type,DOMAIN:4Fe-4S His(Cys)3-ligated-type,DOMAIN:4Fe-4S Mo/W bis-MGD-type,DOMAIN:4Fe-4S ferredoxin-type,REGION:Disordered,												
SMa0007	formate dehydrogenase subunit gamma(C770_RS25650)	Sinorhizobium meliloti GR4	GO:0022904~respiratory electron transport chain,	GO:0005886~plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016021~integral component of membrane,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0009055~electron carrier activity,	IPR006471:Formate dehydrogenase, gamma subunit,IPR011577:Cytochrome b561, bacterial/Ni-hydrogenase,IPR016174:Di-haem cytochrome, transmembrane,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,		KW-0560~Oxidoreductase,		DOMAIN:Ni_hydr_CYTB,TRANSMEM:Helical,												
SMa0007	formate dehydrogenase subunit gamma(SM2011_RS00020)	Sinorhizobium meliloti 2011	GO:0022904~respiratory electron transport chain,	GO:0005886~plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016021~integral component of membrane,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0009055~electron carrier activity,	IPR006471:Formate dehydrogenase, gamma subunit,IPR011577:Cytochrome b561, bacterial/Ni-hydrogenase,IPR016174:Di-haem cytochrome, transmembrane,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,		KW-0560~Oxidoreductase,		DOMAIN:Ni_hydr_CYTB,TRANSMEM:Helical,												
SMa1247	formylglycine-generating enzyme family protein(SM2011_RS03400)	Sinorhizobium meliloti 2011				IPR005532:Formylglycine-generating sulphatase enzyme domain,IPR016187:C-type lectin fold,									DOMAIN:FGE-sulfatase,												
SM_b20202	fructose 1,6-bisphosphatase(C770_RS32685)	Sinorhizobium meliloti GR4	GO:0006094~gluconeogenesis,GO:0016051~carbohydrate biosynthetic process,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0042132~fructose 1,6-bisphosphate 1-phosphatase activity,	IPR000146:Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase,IPR020548:Fructose-1,6-bisphosphatase, active site,	PIRSF000904:fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase,PIRSF500210:fructose-1,6-bisphosphatase [Parent=PIRSF000904],		KW-0119~Carbohydrate metabolism,	KW-0963~Cytoplasm,		KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0378~Hydrolase,		BINDING:Substrate,DOMAIN:FBPase,DOMAIN:FBPase_C,METAL:Magnesium 1,METAL:Magnesium 1	 via carbonyl oxygen,METAL:Magnesium 2,REGION:Substrate binding,											
SM_b20199	fructose-bisphosphate aldolase class II(fba)	Sinorhizobium meliloti 2011	GO:0006096~glycolytic process,GO:0019253~reductive pentose-phosphate cycle,		GO:0004332~fructose-bisphosphate aldolase activity,GO:0008270~zinc ion binding,	IPR000771:Ketose-bisphosphate aldolase, class-II,IPR006412:Fructose-bisphosphate aldolase, class II, Calvin cycle subtype,IPR013785:Aldolase-type TIM barrel,	PIRSF001359:fructose-bisphosphate aldolase II,		KW-0113~Calvin cycle,KW-0324~Glycolysis,			KW-0479~Metal-binding,KW-0862~Zinc,	KW-0456~Lyase,		ACT_SITE:Proton donor,BINDING:Dihydroxyacetone phosphate	 via amide nitrogen,BINDING:Glyceraldehyde 3-phosphate,METAL:Zinc 1	 catalytic,METAL:Zinc 2,REGION:Dihydroxyacetone phosphate binding,										
SMc03004	globin-coupled sensor protein(SM2011_RS17545)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0007165~signal transduction,	GO:0016020~membrane,	GO:0004888~transmembrane signaling receptor activity,GO:0019825~oxygen binding,GO:0020037~heme binding,	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,IPR009050:Globin-like,IPR012292:Globin, structural domain,		SM00283:MA,	KW-0145~Chemotaxis,				KW-0675~Receptor,KW-0807~Transducer,		DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,REGION:Disordered,												
SMa1239	glutamate synthase subunit beta(C770_RS22440)	Sinorhizobium meliloti GR4	GO:0051224~negative regulation of protein transport,	GO:0005737~cytoplasm,	GO:0005048~signal sequence binding,	IPR005623:Chaperone NapD, nitrate reductase assembly,				KW-0963~Cytoplasm,			KW-0143~Chaperone,														
SM_b20080	glutathione-dependent formaldehyde dehydrogenase(SM2011_RS06985)	Sinorhizobium meliloti 2011			GO:0008270~zinc ion binding,GO:0016491~oxidoreductase activity,	IPR002328:Alcohol dehydrogenase, zinc-type, conserved site,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR020843:Polyketide synthase, enoylreductase,IPR027399:Alcohol dehydrogenase GroES-associated N-terminal domain,		SM00829:SM00829,				KW-0479~Metal-binding,KW-0862~Zinc,	KW-0560~Oxidoreductase,		DOMAIN:PKS_ER,												
SM_b21190	glycosyl transferase(C770_RS29325)	Sinorhizobium meliloti GR4			GO:0016740~transferase activity,	IPR001173:Glycosyl transferase, family 2,							KW-0808~Transferase,		DOMAIN:Glyco_trans_2-like,REGION:Disordered,												
SM_b21190	glycosyltransferase(SM2011_RS10905)	Sinorhizobium meliloti 2011			GO:0016740~transferase activity,	IPR001173:Glycosyl transferase, family 2,							KW-0808~Transferase,		DOMAIN:Glyco_trans_2-like,REGION:Disordered,												
SM_b21293	guanine deaminase(guaD)	Sinorhizobium meliloti 2011	GO:0006147~guanine catabolic process,		GO:0008270~zinc ion binding,GO:0008892~guanine deaminase activity,	IPR006680:Amidohydrolase 1,IPR011059:Metal-dependent hydrolase, composite domain,IPR014311:Guanine deaminase,						KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,		DOMAIN:Amidohydro-rel,												
SMa0762	helix-turn-helix domain-containing protein(SM2011_RS02085)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000595:Cyclic nucleotide-binding domain,IPR012318:Helix-turn-helix motif, Crp-type,IPR014710:RmlC-like jelly roll fold,IPR018335:Transcription regulator HTH, Crp-type, conserved site,IPR018490:Cyclic nucleotide-binding-like,		SM00100:cNMP,SM00419:HTH_CRP,					KW-0238~DNA-binding,		DOMAIN:Cyclic nucleotide-binding,DOMAIN:HTH crp-type,												
SMc01985	heme-copper oxidase subunit III family protein(SM2011_RS27195)	Sinorhizobium meliloti 2011	GO:0019646~aerobic electron transport chain,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004129~cytochrome-c oxidase activity,	IPR000298:Cytochrome c oxidase, subunit III,IPR013833:Cytochrome c oxidase, subunit III, 4-helical bundle,IPR024791:Cytochrome c/ubiquinol oxidase subunit III,				KW-0472~Membrane,			KW-0560~Oxidoreductase,		DOMAIN:COX3,TRANSMEM:Helical,												
SMa0699	histidine kinase(C770_RS24175)	Sinorhizobium meliloti GR4									KW-0175~Coiled coil,																
SMc00293	homoserine dehydrogenase(SM2011_RS23170)	Sinorhizobium meliloti 2011	GO:0009086~methionine biosynthetic process,GO:0009088~threonine biosynthetic process,GO:0009097~isoleucine biosynthetic process,		GO:0004412~homoserine dehydrogenase activity,GO:0050661~NADP binding,	IPR001342:Homoserine dehydrogenase, catalytic,IPR002912:ACT domain,IPR005106:Aspartate/homoserine dehydrogenase, NAD-binding,IPR016204:Homoserine dehydrogenase,IPR019811:Homoserine dehydrogenase, conserved site,	PIRSF000098:homoserine dehydrogenase,		KW-0100~Branched-chain amino acid biosynthesis,			KW-0521~NADP,			ACT_SITE:Proton donor,BINDING:NADP,BINDING:Substrate,DOMAIN:ACT,NP_BIND:NADP,												
SMa0852	host-specificity nodulation protein HsnA(hsnA)	Sinorhizobium meliloti 2011				IPR006162:Phosphopantetheine attachment site,IPR009081:Acyl carrier protein-like,			KW-0536~Nodulation,					KW-0596~Phosphopantetheine,KW-0597~Phosphoprotein,	DOMAIN:Carrier,												
SMa0853	host-specificity nodulation protein HsnB(hsnB)	Sinorhizobium meliloti 2011	GO:0006633~fatty acid biosynthetic process,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004315~3-oxoacyl-[acyl-carrier-protein] synthase activity,	IPR014030:Beta-ketoacyl synthase, N-terminal,IPR014031:Beta-ketoacyl synthase, C-terminal,IPR016039:Thiolase-like,IPR018201:Beta-ketoacyl synthase, active site,IPR020615:Thiolase, acyl-enzyme intermediate active site,IPR020841:Polyketide synthase, beta-ketoacyl synthase domain,		SM00825:SM00825,	KW-0536~Nodulation,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0808~Transferase,		TRANSMEM:Helical,												
SMa0851	host-specificity nodulation protein HsnD(hsnD)	Sinorhizobium meliloti 2011			GO:0008146~sulfotransferase activity,	IPR000863:Sulfotransferase domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0536~Nodulation,				KW-0808~Transferase,		REGION:Hydrophobic,												
SMa1821	hydrolase(C770_RS20885)	Sinorhizobium meliloti GR4			GO:0016787~hydrolase activity,	IPR000868:Isochorismatase-like,							KW-0378~Hydrolase,		DOMAIN:Isochorismatase,												
SMa1821	hydrolase(SM2011_RS05015)	Sinorhizobium meliloti 2011			GO:0016787~hydrolase activity,	IPR000868:Isochorismatase-like,							KW-0378~Hydrolase,		DOMAIN:Isochorismatase,												
SM_b21285	hydroxyisourate hydrolase(uraH)	Sinorhizobium meliloti 2011	GO:0006144~purine nucleobase metabolic process,		GO:0033971~hydroxyisourate hydrolase activity,	IPR000895:Transthyretin/hydroxyisourate hydrolase,IPR014306:Hydroxyisourate hydrolase,IPR023416:Transthyretin/hydroxyisourate hydrolase, superfamily,IPR023418:Transthyretin, thyroxine binding site,IPR023419:Transthyretin, conserved site,			KW-0659~Purine metabolism,				KW-0378~Hydrolase,		BINDING:Substrate,DOMAIN:TR_THY,												
SMa1289	hypothetical protein(C770_RS22305)	Sinorhizobium meliloti GR4				IPR003033:SCP2 sterol-binding domain,									DOMAIN:SCP2,												
SMa1253	hypothetical protein(C770_RS22400)	Sinorhizobium meliloti GR4	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR005471:Transcription regulator IclR, N-terminal,									DOMAIN:HTH iclR-type,												
SMa1223	hypothetical protein(C770_RS22485)	Sinorhizobium meliloti GR4	GO:0009399~nitrogen fixation,			IPR012349:FMN-binding split barrel,IPR024747:Pyridoxamine 5'-phosphate oxidase-related,			KW-0535~Nitrogen fixation,																		
SMa1195	hypothetical protein(C770_RS22550)	Sinorhizobium meliloti GR4		GO:0005737~cytoplasm,	GO:0046872~metal ion binding,	IPR012312:Haemerythrin/HHE cation-binding motif,IPR019903:Repair of iron centres family,				KW-0963~Cytoplasm,		KW-0479~Metal-binding,			DOMAIN:Hemerythrin,												
SM_b21440	hypothetical protein(C770_RS27455)	Sinorhizobium meliloti GR4				IPR025433:Domain of unknown function DUF4168,					KW-0732~Signal,				COMPBIAS:Polar residues,DOMAIN:DUF4168,REGION:Disordered,												
SMa0633	hypothetical protein(SM2011_RS01720)	Sinorhizobium meliloti 2011													COMPBIAS:Basic and acidic residues,REGION:Disordered,												
SMa0661	hypothetical protein(SM2011_RS01785)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMa0687	hypothetical protein(SM2011_RS01875)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMa0699	hypothetical protein(SM2011_RS01910)	Sinorhizobium meliloti 2011									KW-0175~Coiled coil,																
SMa1201	hypothetical protein(SM2011_RS03280)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMc02615	hypothetical protein(SM2011_RS14800)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc02854	hypothetical protein(SM2011_RS15235)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMc02178	hypothetical protein(SM2011_RS16695)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMc03017	hypothetical protein(SM2011_RS17610)	Sinorhizobium meliloti 2011				IPR017024:Uncharacterised conserved protein UCP034217, Mll2898,	PIRSF034217:uncharacterized conserved protein,																				
SMc03026	hypothetical protein(SM2011_RS17655)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc03041	hypothetical protein(SM2011_RS17730)	Sinorhizobium meliloti 2011									KW-0175~Coiled coil,																
SMc03057	hypothetical protein(SM2011_RS17820)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				REGION:Disordered,												
SMc00801	hypothetical protein(SM2011_RS18110)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc00591	hypothetical protein(SM2011_RS20225)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMc01774	hypothetical protein(SM2011_RS20480)	Sinorhizobium meliloti 2011									KW-0732~Signal,																
SMc01180	hypothetical protein(SM2011_RS22570)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc05008	hypothetical protein(SM2011_RS25320)	Sinorhizobium meliloti 2011													COMPBIAS:Polar residues,REGION:Disordered,												
SMc01591	hypothetical protein(SM2011_RS26265)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc02735	hypothetical protein(SM2011_RS26570)	Sinorhizobium meliloti 2011									KW-0175~Coiled coil,																
SMc04316	iron ABC transporter permease(SM2011_RS24840)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					COMPBIAS:Basic and acidic residues,DOMAIN:ABC transmembrane type-1,REGION:Disordered,TRANSMEM:Helical,												
SMa1195	iron-sulfur cluster repair di-iron protein(ric)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0046872~metal ion binding,	IPR012312:Haemerythrin/HHE cation-binding motif,IPR019903:Repair of iron centres family,				KW-0963~Cytoplasm,		KW-0479~Metal-binding,			DOMAIN:Hemerythrin,												
SMc00908	isoleucine--tRNA ligase(ileS)	Sinorhizobium meliloti 2011	GO:0006428~isoleucyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0002161~aminoacyl-tRNA editing activity,GO:0004822~isoleucine-tRNA ligase activity,GO:0005524~ATP binding,	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR002300:Aminoacyl-tRNA synthetase, class Ia,IPR002301:Isoleucine-tRNA ligase,IPR009008:Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing domain,IPR009080:Aminoacyl-tRNA synthetase, class 1a, anticodon-binding,IPR013155:Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR023585:Isoleucine-tRNA ligase, type 1,				KW-0963~Cytoplasm,			KW-0436~Ligase,		BINDING:ATP,BINDING:Aminoacyl-adenylate,DOMAIN:Anticodon_1,DOMAIN:tRNA-synt_1,MOTIF:'HIGH' region,MOTIF:'KMSKS' region,												
SMc04346	ketol-acid reductoisomerase(ilvC)	Sinorhizobium meliloti 2011	GO:0009097~isoleucine biosynthetic process,GO:0009099~valine biosynthetic process,		GO:0000287~magnesium ion binding,GO:0004455~ketol-acid reductoisomerase activity,GO:0016853~isomerase activity,GO:0050661~NADP binding,	IPR000506:Acetohydroxy acid isomeroreductase C-terminal,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013023:Acetohydroxy acid isomeroreductase,IPR013116:Acetohydroxy acid isomeroreductase, catalytic,IPR014359:Ketol-acid reductoisomerase, gammaproteobacteria,	PIRSF000116:ketol-acid reductoisomerase, Gammaproteobacteria type,		KW-0028~Amino-acid biosynthesis,KW-0100~Branched-chain amino acid biosynthesis,			KW-0460~Magnesium,KW-0479~Metal-binding,KW-0521~NADP,	KW-0413~Isomerase,KW-0560~Oxidoreductase,		BINDING:NADP,BINDING:NADP	 via amide nitrogen,BINDING:Substrate,DOMAIN:KARI C-terminal knotted,DOMAIN:KARI N-terminal Rossmann,METAL:Magnesium 1,METAL:Magnesium 2,NP_BIND:NADP,											
SMc01268	lipoyl(octanoyl) transferase LipB(lipB)	Sinorhizobium meliloti 2011	GO:0009249~protein lipoylation,	GO:0005737~cytoplasm,	GO:0016874~ligase activity,GO:0033819~lipoyl(octanoyl) transferase activity,	IPR000544:Octanoyltransferase,IPR004143:Biotin/lipoate A/B protein ligase,IPR020605:Octanoyltransferase, conserved site,	PIRSF016262:lipoyltransferase,			KW-0963~Cytoplasm,			KW-0012~Acyltransferase,KW-0436~Ligase,KW-0808~Transferase,		ACT_SITE:Acyl-thioester intermediate,DOMAIN:BPL/LPL catalytic,REGION:Substrate binding,SITE:Lowers pKa of active site Cys,												
SMc00399	magnesium/cobalt transporter CorA(corA)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015087~cobalt ion transmembrane transporter activity,GO:0015095~magnesium ion transmembrane transporter activity,	IPR002523:Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB,IPR004488:Magnesium/cobalt transport protein CorA,			KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0175~Coiled coil,	KW-0460~Magnesium,			TRANSMEM:Helical,												
SMa0175	mechanosensitive ion channel family protein(SM2011_RS00490)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0016021~integral component of membrane,		IPR006685:Mechanosensitive ion channel MscS,IPR010920:Like-Sm (LSM) domain,			KW-0346~Stress response,	KW-0472~Membrane,	KW-0812~Transmembrane,				COMPBIAS:Polar residues,REGION:Disordered,TRANSMEM:Helical,												
SMc01721	membrane protein insertase YidC(yidC)	Sinorhizobium meliloti 2011	GO:0015031~protein transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0032977~membrane insertase activity,	IPR001708:Membrane insertase OXA1/ALB3/YidC,IPR019998:Membrane insertase YidC,			KW-0653~Protein transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0143~Chaperone,		COMPBIAS:Polar residues,DOMAIN:YidC_periplas,REGION:Disordered,TRANSMEM:Helical,												
SMc04183	membrane protein(SM2011_RS24615)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR023346:Lysozyme-like domain,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc03159	methionine ABC transporter ATP-binding protein(SM2011_RS29085)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0033232~D-methionine-transporting ATPase activity,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR018449:NIL domain,IPR026253:ABC transporter, methionine import, ATP-binding protein MetN,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00930:SM00930,	KW-0029~Amino-acid transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-1278~Translocase,		DOMAIN:ABC transporter,NP_BIND:ATP,												
