ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE							
SinmeB_0884	endopeptidase La(lon)	Sinorhizobium meliloti 2011	GO:0006515~misfolded or incompletely synthesized protein catabolic process,GO:0034605~cellular response to heat,	GO:0005737~cytoplasm,	GO:0004176~ATP-dependent peptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0005524~ATP binding,GO:0043565~sequence-specific DNA binding,	IPR003111:Peptidase S16, lon N-terminal,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR004815:Lon protease, bacterial/eukaryotic-type,IPR008268:Peptidase S16, active site,IPR008269:Peptidase S16, Lon C-terminal,IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup,IPR015947:PUA-like domain,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR027065:Lon protease,IPR027417:P-loop containing nucleoside triphosphate hydrolase,IPR027543:Lon protease, bacterial,	PIRSF001174:Lon protease,	SM00382:AAA,SM00464:LON,	KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		COMPBIAS:Polar residues,DOMAIN:Lon N-terminal,DOMAIN:Lon proteolytic,NP_BIND:ATP,REGION:Disordered,							
SinmeB_2251	energy transducer TonB(SM2011_RS26715)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR006260:TonB, C-terminal,			KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Basic and acidic residues,DOMAIN:TonB_C,REGION:Disordered,							
SinmeB_3070	enoyl-CoA hydratase/isomerase family protein(SM2011_RS31225)	Sinorhizobium meliloti 2011			GO:0003824~catalytic activity,GO:0004300~enoyl-CoA hydratase activity,GO:0016853~isomerase activity,	IPR001753:Crotonase superfamily,IPR014748:Crontonase, C-terminal,							KW-0413~Isomerase,KW-0456~Lyase,									
SinmeB_5441	ethyl tert-butyl ether degradation EthD(C770_RS25440)	Sinorhizobium meliloti GR4				IPR011008:Dimeric alpha-beta barrel,																
SinmeB_1646	extensin family protein(SM2011_RS24025)	Sinorhizobium meliloti 2011				IPR009683:Extensin-like, C-terminal,					KW-0732~Signal,				COMPBIAS:Polar residues,DOMAIN:Extensin-like_C,REGION:Disordered,							
SinmeB_4291	extracellular solute-binding protein(SM2011_RS08450)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,IPR006311:Twin-arginine translocation pathway, signal sequence,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_2405	ferredoxin family protein(SM2011_RS27470)	Sinorhizobium meliloti 2011			GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,	IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,						KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,			DOMAIN:4Fe-4S ferredoxin-type,							
SinmeB_6270	ferredoxin(C770_RS21970)	Sinorhizobium meliloti GR4			GO:0016491~oxidoreductase activity,GO:0051536~iron-sulfur cluster binding,	IPR001041:2Fe-2S ferredoxin-type domain,							KW-0560~Oxidoreductase,									
SinmeB_4967	ferrichrome ABC transporter(C770_RS27505)	Sinorhizobium meliloti GR4			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,							
SinmeB_4573	ferritin-like domain-containing protein(SM2011_RS07030)	Sinorhizobium meliloti 2011				IPR009078:Ferritin-like superfamily,IPR010287:Domain of unknown function DUF892,IPR012347:Ferritin-related,									DOMAIN:DUF892,							
SinmeB_3397	ferritin-like domain-containing protein(SM2011_RS15800)	Sinorhizobium meliloti 2011				IPR009078:Ferritin-like superfamily,IPR010287:Domain of unknown function DUF892,IPR012347:Ferritin-related,									DOMAIN:DUF892,							
SinmeB_0286	flagellar hook protein FlgE(flgE)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0009425~bacterial-type flagellum basal body,		IPR001444:Flagellar basal body rod protein, N-terminal,IPR010930:Flagellar basal-body/hook protein, C-terminal domain,IPR011491:Flagellar basal body FlaE,IPR019776:Flagellar basal body rod protein, conserved site,IPR020013:Fagellar hook-basal body protein, FlgE/F/G,				KW-0282~Flagellum,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,					DOMAIN:FlaE,DOMAIN:Flg_bb_rod,DOMAIN:Flg_bbr_C,							
SinmeB_0279	flagellin C(SM2011_RS17725)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,							
SinmeB_0277	flagellin(SM2011_RS17715)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,							
SinmeB_0278	flagellin(SM2011_RS17720)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,							
SinmeB_1058	flavin reductase family protein(SM2011_RS21610)	Sinorhizobium meliloti 2011			GO:0010181~FMN binding,	IPR002563:Flavin reductase-like, FMN-binding,IPR012349:FMN-binding split barrel,		SM00903:SM00903,							DOMAIN:Flavin_Reduct,							
SinmeB_1502	flavin reductase family protein(SM2011_RS23325)	Sinorhizobium meliloti 2011			GO:0004497~monooxygenase activity,GO:0010181~FMN binding,	IPR002563:Flavin reductase-like, FMN-binding,IPR012349:FMN-binding split barrel,		SM00903:SM00903,					KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		DOMAIN:Flavin_Reduct,							
SinmeB_0728	folate-binding protein YgfZ(SM2011_RS19945)	Sinorhizobium meliloti 2011	GO:0032259~methylation,		GO:0008168~methyltransferase activity,	IPR006222:Glycine cleavage T-protein, N-terminal,IPR017703:YgfZ/GcvT conserved site,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1,				KW-0496~Mitochondrion,	KW-0175~Coiled coil,KW-0809~Transit peptide,		KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:GCV_T,							
SinmeB_4471	form I ribulose bisphosphate carboxylase large subunit(SM2011_RS07535)	Sinorhizobium meliloti 2011	GO:0019253~reductive pentose-phosphate cycle,		GO:0000287~magnesium ion binding,GO:0004497~monooxygenase activity,GO:0016984~ribulose-bisphosphate carboxylase activity,	IPR000685:Ribulose bisphosphate carboxylase, large subunit, C-terminal,IPR017443:Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal,IPR020878:Ribulose bisphosphate carboxylase, large chain, active site,IPR020888:Ribulose bisphosphate carboxylase, large subunit,			KW-0113~Calvin cycle,KW-0120~Carbon dioxide fixation,			KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0456~Lyase,KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate	 in homodimeric partner,DOMAIN:RuBisCO_large,DOMAIN:RuBisCO_large_N,METAL:Magnesium,METAL:Magnesium	 via carbamate group,SITE:Transition state stabilizer,					
SinmeB_2834	formate dehydrogenase accessory sulfurtransferase FdhD(fdhD)	Sinorhizobium meliloti 2011	GO:0006777~Mo-molybdopterin cofactor biosynthetic process,	GO:0005737~cytoplasm,	GO:0016783~sulfurtransferase activity,GO:0097163~sulfur carrier activity,	IPR003786:Formate dehydrogenase, subunit FdhD,IPR016193:Cytidine deaminase-like,	PIRSF015626:formate dehydrogenase accessory protein FdhD,			KW-0963~Cytoplasm,			KW-0808~Transferase,		ACT_SITE:Cysteine persulfide intermediate,COMPBIAS:Polar residues,REGION:Disordered,							
SinmeB_2835	formate dehydrogenase subunit alpha(fdhF)	Sinorhizobium meliloti 2011	GO:0015942~formate metabolic process,	GO:0009326~formate dehydrogenase complex,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0043546~molybdopterin cofactor binding,GO:0046872~metal ion binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR001041:2Fe-2S ferredoxin-type domain,IPR006478:Formate dehydrogenase, alpha subunit,IPR006655:Molybdopterin oxidoreductase, prokaryotic, conserved site,IPR006656:Molybdopterin oxidoreductase,IPR006657:Molydopterin dinucleotide-binding domain,IPR006963:Molybdopterin oxidoreductase, 4Fe-4S domain,IPR009010:Aspartate decarboxylase-like domain,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,IPR019574:NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding,		SM00926:SM00926,SM00929:SM00929,			KW-0677~Repeat,	KW-0001~2Fe-2S,KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0520~NAD,	KW-0560~Oxidoreductase,		COMPBIAS:Basic and acidic residues,DOMAIN:2Fe-2S ferredoxin-type,DOMAIN:4Fe-4S His(Cys)3-ligated-type,DOMAIN:4Fe-4S Mo/W bis-MGD-type,DOMAIN:4Fe-4S ferredoxin-type,REGION:Disordered,							
SinmeB_5390	formate dehydrogenase subunit gamma(C770_RS25650)	Sinorhizobium meliloti GR4	GO:0022904~respiratory electron transport chain,	GO:0005886~plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016021~integral component of membrane,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0009055~electron carrier activity,	IPR006471:Formate dehydrogenase, gamma subunit,IPR011577:Cytochrome b561, bacterial/Ni-hydrogenase,IPR016174:Di-haem cytochrome, transmembrane,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,		KW-0560~Oxidoreductase,		DOMAIN:Ni_hydr_CYTB,TRANSMEM:Helical,							
SinmeB_5390	formate dehydrogenase subunit gamma(SM2011_RS00020)	Sinorhizobium meliloti 2011	GO:0022904~respiratory electron transport chain,	GO:0005886~plasma membrane,GO:0009326~formate dehydrogenase complex,GO:0016021~integral component of membrane,	GO:0008863~formate dehydrogenase (NAD+) activity,GO:0009055~electron carrier activity,	IPR006471:Formate dehydrogenase, gamma subunit,IPR011577:Cytochrome b561, bacterial/Ni-hydrogenase,IPR016174:Di-haem cytochrome, transmembrane,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,		KW-0560~Oxidoreductase,		DOMAIN:Ni_hydr_CYTB,TRANSMEM:Helical,							
SinmeB_2092	gamma-aminobutyraldehyde dehydrogenase(SM2011_RS25925)	Sinorhizobium meliloti 2011			GO:0000166~nucleotide binding,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0019145~aminobutyraldehyde dehydrogenase activity,GO:0033737~1-pyrroline dehydrogenase activity,	IPR015590:Aldehyde dehydrogenase domain,IPR015657:Aminobutyraldehyde dehydrogenase,IPR016161:Aldehyde/histidinol dehydrogenase,IPR016162:Aldehyde dehydrogenase, N-terminal,IPR016163:Aldehyde dehydrogenase, C-terminal,						KW-0520~NAD,KW-0547~Nucleotide-binding,			BINDING:NAD,DOMAIN:Aldedh,NP_BIND:NAD,							
SinmeB_2674	glucose-1-phosphate adenylyltransferase(glgC)	Sinorhizobium meliloti 2011	GO:0005978~glycogen biosynthetic process,		GO:0005524~ATP binding,GO:0008878~glucose-1-phosphate adenylyltransferase activity,	IPR005835:Nucleotidyl transferase,IPR005836:ADP-glucose pyrophosphorylase, conserved site,IPR011004:Trimeric LpxA-like,IPR011831:Glucose-1-phosphate adenylyltransferase,IPR023049:Glucose-1-phosphate adenylyltransferase GlgC, bacterial,			KW-0119~Carbohydrate metabolism,KW-0320~Glycogen biosynthesis,KW-0321~Glycogen metabolism,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,		BINDING:Alpha-D-glucose 1-phosphate,BINDING:Alpha-D-glucose 1-phosphate	 via amide nitrogen,BINDING:Alpha-D-glucose 1-phosphate	 via carbonyl oxygen,DOMAIN:NTP_transferase,REGION:Alpha-D-glucose 1-phosphate binding,SITE:Could play a key role in the communication between the regulatory and the substrate sites,					
SinmeB_0311	glucose-6-phosphate dehydrogenase(zwf)	Sinorhizobium meliloti 2011	GO:0006006~glucose metabolic process,GO:0006098~pentose-phosphate shunt,		GO:0004345~glucose-6-phosphate dehydrogenase activity,GO:0050661~NADP binding,	IPR001282:Glucose-6-phosphate dehydrogenase,IPR019796:Glucose-6-phosphate dehydrogenase, active site,IPR022674:Glucose-6-phosphate dehydrogenase, NAD-binding,IPR022675:Glucose-6-phosphate dehydrogenase, C-terminal,	PIRSF000110:glucose-6-phosphate dehydrogenase,		KW-0119~Carbohydrate metabolism,KW-0313~Glucose metabolism,			KW-0521~NADP,	KW-0560~Oxidoreductase,		ACT_SITE:Proton acceptor,BINDING:NADP,BINDING:Substrate,DOMAIN:G6PD_C,DOMAIN:G6PD_N,							
SinmeB_6179	glutamate synthase subunit beta(C770_RS22440)	Sinorhizobium meliloti GR4	GO:0051224~negative regulation of protein transport,	GO:0005737~cytoplasm,	GO:0005048~signal sequence binding,	IPR005623:Chaperone NapD, nitrate reductase assembly,				KW-0963~Cytoplasm,			KW-0143~Chaperone,									
SinmeB_2037	glutamine synthetase family protein(SM2011_RS25650)	Sinorhizobium meliloti 2011	GO:0006542~glutamine biosynthetic process,GO:0009399~nitrogen fixation,		GO:0004356~glutamate-ammonia ligase activity,	IPR008146:Glutamine synthetase, catalytic domain,IPR014746:Glutamine synthetase/guanido kinase, catalytic domain,		SM01230:SM01230,	KW-0535~Nitrogen fixation,				KW-0436~Ligase,		DOMAIN:Gln-synt_C,							
SinmeB_2148	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit(carA)	Sinorhizobium meliloti 2011	GO:0006207~'de novo' pyrimidine nucleobase biosynthetic process,GO:0006526~arginine biosynthetic process,GO:0006541~glutamine metabolic process,GO:0044205~'de novo' UMP biosynthetic process,		GO:0004088~carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,	IPR002474:Carbamoyl-phosphate synthase, small subunit N-terminal domain,IPR006274:Carbamoyl-phosphate synthase, small subunit,IPR017926:Glutamine amidotransferase,		SM01097:SM01097,	KW-0028~Amino-acid biosynthesis,KW-0055~Arginine biosynthesis,KW-0665~Pyrimidine biosynthesis,		KW-0315~Glutamine amidotransferase,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		ACT_SITE:Nucleophile,DOMAIN:CPSase_sm_chain,DOMAIN:Glutamine amidotransferase type-1,REGION:CPSase,							
SinmeB_3409	glutathione S-transferase family protein(SM2011_RS15860)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,		GO:0004364~glutathione transferase activity,GO:0016740~transferase activity,	IPR004045:Glutathione S-transferase, N-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,							KW-0808~Transferase,		DOMAIN:GST C-terminal,DOMAIN:GST N-terminal,							
SinmeB_0572	glutathione S-transferase family protein(SM2011_RS19195)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,		GO:0004364~glutathione transferase activity,GO:0016740~transferase activity,	IPR004045:Glutathione S-transferase, N-terminal,IPR004046:Glutathione S-transferase, C-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,							KW-0808~Transferase,		DOMAIN:GST C-terminal,DOMAIN:GST N-terminal,							
SinmeB_3037	glutathione S-transferase family protein(SM2011_RS31030)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,		GO:0004364~glutathione transferase activity,GO:0016740~transferase activity,	IPR004045:Glutathione S-transferase, N-terminal,							KW-0808~Transferase,		DOMAIN:GST N-terminal,							
SinmeB_4476	glutathione-dependent formaldehyde-activating enzyme(C770_RS32730)	Sinorhizobium meliloti GR4	GO:0046294~formaldehyde catabolic process,		GO:0008270~zinc ion binding,GO:0051907~S-(hydroxymethyl)glutathione synthase activity,	IPR006913:Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,IPR011057:Mss4-like,IPR014185:Glutathione-dependent formaldehyde-activating enzyme,	PIRSF033318:glutathione-dependent formaldehyde-activating enzyme,					KW-0479~Metal-binding,KW-0862~Zinc,	KW-0456~Lyase,		DOMAIN:CENP-V/GFA,METAL:Zinc 1	 structural,METAL:Zinc 2	 catalytic,					
SinmeB_1604	glutathione-disulfide reductase(gor)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,GO:0045454~cell redox homeostasis,		GO:0004362~glutathione-disulfide reductase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0050661~NADP binding,	IPR004099:Pyridine nucleotide-disulphide oxidoreductase, dimerisation,IPR006324:Glutathione-disulphide reductase,IPR012999:Pyridine nucleotide-disulphide oxidoreductase, class I, active site,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF000350:mercury(II) reductase, MerA type,					KW-0274~FAD,KW-0520~NAD,KW-0521~NADP,KW-0547~Nucleotide-binding,		KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,BINDING:FAD,BINDING:FAD	 via carbonyl oxygen,BINDING:NAD	 via amide nitrogen,DISULFID:Redox-active,DOMAIN:Pyr_redox_2,DOMAIN:Pyr_redox_dim,NP_BIND:FAD,NP_BIND:NAD,					
SinmeB_6613	glycine zipper 2TM domain-containing protein(SM2011_RS04575)	Sinorhizobium meliloti 2011		GO:0009279~cell outer membrane,		IPR008816:Glycine zipper 2TM domain,					KW-0732~Signal,			KW-0449~Lipoprotein,	DOMAIN:Rick_17kDa_Anti,							
SinmeB_0349	glycine zipper domain-containing protein(SM2011_RS18075)	Sinorhizobium meliloti 2011				IPR027367:YMGG-like Gly-zipper,					KW-0732~Signal,				DOMAIN:Gly-zipper_Omp,							
SinmeB_4665	glycoside hydrolase family 2 protein(SM2011_RS06600)	Sinorhizobium meliloti 2011	GO:0005975~carbohydrate metabolic process,		GO:0004565~beta-galactosidase activity,	IPR006101:Glycoside hydrolase, family 2,IPR006102:Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich,IPR006103:Glycoside hydrolase, family 2, TIM barrel,IPR006104:Glycoside hydrolase, family 2, N-terminal,IPR008979:Galactose-binding domain-like,IPR013783:Immunoglobulin-like fold,IPR017853:Glycoside hydrolase, superfamily,IPR023230:Glycoside hydrolase, family 2, conserved site,IPR023232:Glycoside hydrolase, family 2, active site,					KW-0175~Coiled coil,		KW-0326~Glycosidase,KW-0378~Hydrolase,		DOMAIN:Glyco_hydro2_C5,DOMAIN:Glyco_hydro_2,DOMAIN:Glyco_hydro_2_C,DOMAIN:Glyco_hydro_2_N,							
SinmeB_4218	glycoside hydrolase family 26 protein(SM2011_RS08815)	Sinorhizobium meliloti 2011	GO:0006080~substituted mannan metabolic process,		GO:0008810~cellulase activity,GO:0016787~hydrolase activity,GO:0016985~mannan endo-1,4-beta-mannosidase activity,	IPR000805:Glycoside hydrolase, family 26,IPR017853:Glycoside hydrolase, superfamily,IPR022790:Endoglucanase H/Glycosyl hydrolase family 26,					KW-0732~Signal,				ACT_SITE:Nucleophile,ACT_SITE:Proton donor,DOMAIN:GH26,							
SinmeB_4218	glycosyl hydrolase family 5(C770_RS31475)	Sinorhizobium meliloti GR4	GO:0006080~substituted mannan metabolic process,		GO:0008810~cellulase activity,GO:0016985~mannan endo-1,4-beta-mannosidase activity,	IPR000805:Glycoside hydrolase, family 26,IPR017853:Glycoside hydrolase, superfamily,IPR022790:Endoglucanase H/Glycosyl hydrolase family 26,					KW-0732~Signal,				ACT_SITE:Nucleophile,ACT_SITE:Proton donor,DOMAIN:GH26,							
SinmeB_3650	glycosyl transferase(C770_RS28515)	Sinorhizobium meliloti GR4			GO:0016757~transferase activity, transferring glycosyl groups,	IPR001296:Glycosyl transferase, family 1,							KW-0808~Transferase,		DOMAIN:Glyco_trans_4-like_N,DOMAIN:Glycos_transf_1,							
SinmeB_0860	glycosyltransferase family 4 protein(SM2011_RS20590)	Sinorhizobium meliloti 2011			GO:0016740~transferase activity,								KW-0808~Transferase,		DOMAIN:Glyco_trans_4-like_N,							
SinmeB_4430	glycosyltransferase(C770_RS32505)	Sinorhizobium meliloti GR4											KW-0808~Transferase,									
